"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.0773584031789171,"-",296285166,"USD"
"AAPL","APPLE INC","037833100","2046251",0.07537775601725104,"-",179668177,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.045885247002753725,"-",90872317,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03767151730146126,"-",119749962,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.03200870405992708,"-",71731857,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.027303443570098927,"-",57920835,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.025753691155733408,"-",57820323,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02247556061415078,"-",26865850,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.016955953251885942,"-",34442135,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.014818461080666905,"-",13796326,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.0142445200927836,"-",9677906,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.014161428156425002,"-",32781913,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.013923696219871641,"-",22429157,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.012580586107850381,"-",19949238,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.009334932061566416,"-",20307807,"USD"
"XOM","EXXONMOBIL HOLDINGS CORP","30233Q108","BVSRPD7",0.009318030315626037,"-",50714397,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.009268183135745204,"-",29452201,"USD"
"WMT","WALMART INC","931142103","2936921",0.007762750411738104,"-",53643598,"USD"
"INTC","INTEL CORP","458140100","2463247",0.007057277123540748,"-",57805140,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.0069232604461669815,"-",21618326,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.006857000413823385,"-",9710397,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.006855553688226363,"-",9873626,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.006667878457329956,"-",48300365,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.006457624329702099,"-",5424883,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.00622353415068607,"-",5635914,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.0061828163081933405,"-",15301932,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.006179633511879892,"-",79830593,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005918344891639854,"-",11104041,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005552512886533651,"-",12757455,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005430219675204716,"-",28471875,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.00533553397923412,"-",12178248,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.0052980687749802115,"-",22889788,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005061304647964169,"-",47343880,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004974281608948834,"-",3606992,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.004853724468336325,"-",30208794,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.004818893302410788,"-",51484653,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.004751136657380617,"-",28072421,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004555828701782681,"-",19062986,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.004420445118155177,"-",9919418,"USD"
"KLAC","KLA CORP","482480100","2480138",0.004414438712573059,"-",15984874,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.004285979456975438,"-",3285561,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004149847567004647,"-",37429616,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.004082031057467014,"-",11134381,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.004030667310063786,"-",14662052,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.004030258235929457,"-",16471632,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.003707189443987634,"-",5655030,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0034589612637924336,"-",20861158,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.003244107546507838,"-",20746753,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0032165598956569617,"-",1810719,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.00319574700189567,"-",12458478,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.003170164902373161,"-",11496068,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0031090133079997384,"-",4546544,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.003085905608119032,"-",6596922,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.002992746457088742,"-",8693340,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0029638418774020387,"-",6511384,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.002935266552506381,"-",16722541,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.002901852179924134,"-",15052138,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.002869924442610551,"-",25514510,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0028614935244761826,"-",5973314,"USD"
"-","US DOLLAR","999USDZ92","-",0.0028534018385507716,"-",2266595589.17,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.0028221425882371913,"-",51088623,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.002769801053878735,"-",12895994,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0027381327294308247,"-",7264144,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.0026807126893559265,"-",12633036,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.002666903942967802,"-",21246141,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.002651428967788625,"-",21310926,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0026364927731766137,"-",13529899,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.002625707184415369,"-",8636915,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0026065804742809503,"-",15191009,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.002602559574863021,"-",9645126,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.0025884814381913128,"-",20001507,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0025738744983703483,"-",2742564,"USD"
"MRVL","MARVELL TECHNOLOGY INC","573874104","BNKJSM5",0.0025385843712209285,"-",10709072,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.002477502618772879,"-",4215854,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.002417598201638268,"-",1766628,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.002370025873041029,"-",4750875,"USD"
"T","AT+T INC","00206R102","2831811",0.002352385798175274,"-",85014189,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.00232145580265274,"-",24906082,"USD"
"DE","DEERE + CO","244199105","2261203",0.0023177741354437676,"-",3073809,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0022063762644730926,"-",69714838,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.0022033531068462128,"-",9480688,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0021946328435924404,"-",4333025,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.002175795478577426,"-",10008902,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.002153855136592248,"-",11401518,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.00213614521980112,"-",3709929,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0021174375612189418,"-",14905948,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0020930128421740505,"-",15611066,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.002031432218830477,"-",7614130,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0019890980346362473,"-",7707113,"USD"
"GLW","CORNING INC","219350105","2224701",0.0019106855072776683,"-",9582387,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.001909548081635872,"-",4413285,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0019032223986806182,"-",24984660,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0019023942729940472,"-",13944489,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0018999996926955282,"-",3105282,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.001878418537755128,"-",20431554,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0018647993623073027,"-",6852803,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.0018610777854266881,"-",1542613,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0018523475447550053,"-",7149709,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.0018005348135458057,"-",3291877,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0017601262710083016,"-",4221473,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.001744002763664942,"-",3539651,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.001739043986963426,"-",4696919,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0017006608602617523,"-",8398112,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.001671297319351166,"-",4895430,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0016680845907839869,"-",13792435,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0016524300220824204,"-",15708499,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0016522504285600315,"-",12618647,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0016172496465300158,"-",2704541,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.001602473090604573,"-",2478817,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0015797146003507343,"-",4891037,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0015785372650372958,"-",4913428,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0015579538518879451,"-",1470993,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0015492136337983515,"-",3374780,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.001542229441261005,"-",7619514,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0015314638073355813,"-",1205496,"USD"
"USB","US BANCORP","902973304","2736035",0.0015304760429624422,"-",18992788,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0015143525356190826,"-",9538669,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0014935995063652533,"-",13062181,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0014757598831412887,"-",9089482,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0014649343847084018,"-",4945255,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0014585189049919538,"-",1836026,"USD"
"CSX","CSX CORP","126408103","2160753",0.0014565134439919441,"-",22734902,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0014418765719172483,"-",3105461,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0014053193126931953,"-",14937995,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0013823413192453257,"-",5693847,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0013785199681856063,"-",4520222,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0013769136039020163,"-",1688330,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0013752174428572324,"-",3571700,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0013745090461855871,"-",4433490,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.001373231936693044,"-",3632928,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0013675048988124197,"-",7511788,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.0013516906914242857,"-",5894657,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0013475500629914303,"-",9134845,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.0013367744516480957,"-",4047964,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0013275553174987987,"-",7465280,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0013225266988719092,"-",43591243,"USD"
"MMM","3M CO","88579Y101","2595708",0.0012995487054240397,"-",6381243,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.0012966452768120855,"-",17588658,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.001292654309647888,"-",9685154,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0012556181343641312,"-",3383417,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.0012511981382297816,"-",2677930,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0012471971936476734,"-",2657124,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.0012431862716476545,"-",4905254,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0012396343108715183,"-",3911128,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0012348351728565703,"-",6919363,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0012304750412296841,"-",2343786,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0012148803370355806,"-",15712084,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0012127551470206453,"-",2613323,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.001212186434199747,"-",5700309,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0012010616132295453,"-",1838192,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0011999441424235698,"-",6853417,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.001194666088348918,"-",2806464,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.001170061775781638,"-",2749322,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.0011594557805427819,"-",9790686,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0011563428261547075,"-",3236357,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.0011548162812144017,"-",3941768,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.0011412769251098603,"-",3967656,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.001141167173512845,"-",3203459,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.001133304968199375,"-",2785382,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.001129493594557566,"-",3052272,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.0011275879077366614,"-",6517024,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.0011156848481694412,"-",6656971,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.00110638589467686,"-",2601550,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.001104470230438045,"-",3876346,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.0011009082922439981,"-",10139192,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0010984338926021955,"-",8730661,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0010942034674081458,"-",8459159,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.0010867104265573641,"-",8175309,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.0010862115556618396,"-",4629918,"USD"
"SLB","SLB LTD","806857108","2779201",0.0010841362527364566,"-",18291908,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.001079406956646882,"-",11032250,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.001077670885930456,"-",4150531,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.0010758250636170143,"-",2685659,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.0010757252894379094,"-",3099262,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.0010663864262736862,"-",1633247,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.0010601405626617165,"-",684034,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.0010586738822288737,"-",2030365,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0010527173637363083,"-",3089574,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0010450048196914959,"-",1222641,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.001041762158870585,"-",30323318,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.001033899953557115,"-",766248,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.0010268159868406638,"-",6439180,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0010218671875570583,"-",15243487,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0010215080005122805,"-",18185439,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.0010200113878257064,"-",2725437,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.0010168285915122584,"-",3876346,"USD"
