"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"MSFT","MICROSOFT CORP","594918104","2588173",0.07379195672474889,"-",86753257,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06992737850785016,"-",168244808,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06715196861615765,"-",287115728,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03888330920986197,"-",106945856,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02471351148755495,"-",25591893,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.023656440872124786,"-",68596964,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.01983166820273336,"-",57068465,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.016202672617449773,"-",5087022,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.015778302803731457,"-",21141619,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.015597323172654895,"-",9313090,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.01494120968919276,"-",32378329,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.012552537813550077,"-",33535435,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.010721452714225315,"-",52387105,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.009595480211702095,"-",10748364,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.008934490748096904,"-",18383231,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008373154751873484,"-",27561899,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.008305768506869881,"-",5168554,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.007793900276474056,"-",9587721,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.007462383483394032,"-",28116464,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007170393040594309,"-",11573414,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.006791342919616655,"-",29595834,"USD"
"WMT","WALMART INC","931142103","2936921",0.006341526272922727,"-",49885238,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.006295538501103163,"-",5032221,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006263969271792508,"-",20619096,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.006151751929195504,"-",18870554,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005888060119618661,"-",79454543,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005635566113110634,"-",20015839,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.005492158451725339,"-",5231901,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0053041590046555035,"-",11314110,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005200736374709161,"-",45277901,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.0049517522761977715,"-",13056033,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.004930293975036517,"-",18633788,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.004749543684539281,"-",16058389,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.004462668533791474,"-",5613757,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004383067410106395,"-",40713509,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.004369277061358247,"-",9724092,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.004361180341775097,"-",4457494,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0040050642787300104,"-",7330645,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.003973534934737498,"-",47286756,"USD"
"INTU","INTUIT INC","461202103","2459020",0.003938096829566915,"-",3272694,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003899059074433871,"-",10608059,"USD"
"GE","GENERAL ELECTRIC CO","369604301","BL59CR9",0.003813604780311219,"-",12782742,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.0038053584907850307,"-",8415754,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0037818560670689174,"-",21289507,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.0037766809470397857,"-",20271479,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.003720402763139173,"-",49103753,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.003552405803118352,"-",6251814,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.0034659743187011815,"-",10694740,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0034285718616120253,"-",5711166,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.0033936223515887,"-",18131973,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0033730614700856775,"-",7682894,"USD"
"PFE","PFIZER INC","717081103","2684703",0.003360567394177196,"-",65951993,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.00335922126468985,"-",4142133,"USD"
"-","US DOLLAR","999USDZ92","-",0.0033576557659527138,"-",1840441850.59,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.003349050508563233,"-",2395887,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.0031933182838715666,"-",3765682,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0031718599827103124,"-",24401467,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0031526352593651,"-",23964296,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.003113039109778046,"-",45710215,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0031090804919522946,"-",3738163,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.0030762648464496513,"-",12902327,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0030645884195631143,"-",49420470,"USD"
"LRCX","LAM RESEARCH CORP","512807108","2502247",0.0030526327954495717,"-",1518912,"USD"
