"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07812278034786196,"-",291616784,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06809573334720226,"-",176183317,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.04532914501473496,"-",89111390,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.037248162939723876,"-",117228790,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.03392520455043409,"-",70369937,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.027684059270914232,"-",56896699,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.027187887755937803,"-",56721667,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02034687421650876,"-",26245750,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.017806494069684813,"-",13505770,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.01763919251893021,"-",33748390,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01406653749064563,"-",22003436,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013837021895121449,"-",32351573,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013785793862117228,"-",9508458,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.012818664629658643,"-",19563698,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.009191699882009434,"-",50164973,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008787178519829622,"-",28927681,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.008682371167150088,"-",20179115,"USD"
"INTC","INTEL CORP","458140100","2463247",0.008516880607405984,"-",56334429,"USD"
"WMT","WALMART INC","931142103","2936921",0.008225761301099187,"-",52619590,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.0073239077888201986,"-",47422609,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.007142028260704823,"-",14981857,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.006988804413551183,"-",9522337,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.006819911992240393,"-",5584702,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.0067865737488868655,"-",5325231,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.006329533647402532,"-",9774906,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.006095355500436949,"-",21212502,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005846829502040106,"-",79639962,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005726423613529795,"-",10875785,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005721070684299862,"-",12593083,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005496117585465118,"-",27904802,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.0052339341134255484,"-",22498588,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.005204407956121748,"-",11953356,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.0051525495781801715,"-",50675918,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.005072115563078428,"-",3600476,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.004948577960831726,"-",20343485,"USD"
"KLAC","KLA CORP","482480100","2480138",0.0048225389897859905,"-",15732142,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.004819877533383818,"-",46482864,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.004720763296090887,"-",27428973,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.00455740390256356,"-",1771703,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.00444311135939809,"-",18689258,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.004430994728935568,"-",29786998,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0043016539510751075,"-",10894069,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0041193241765759055,"-",14442177,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.004105976872664259,"-",3236045,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004078641914428413,"-",37128319,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.003925328017998009,"-",11222153,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0038877474531613192,"-",16115952,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0038742800835473187,"-",20977310,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.003752063204026507,"-",5606122,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.003578538247699906,"-",4067914,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.0035407575733592935,"-",12805738,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.003503997457488687,"-",9692258,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0034865679196970163,"-",2617344,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.003179479874977185,"-",8549348,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0031511443692217255,"-",5864606,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.003096404414423661,"-",16406369,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.003055552059197834,"-",50624220,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.003028457232366696,"-",14764150,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0029040591592531264,"-",6463834,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.00286351697375838,"-",13329663,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0028291181500340614,"-",6428236,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0027844336978081145,"-",25000173,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0027817422249803536,"-",21264625,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0027671842585699747,"-",9417594,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0027530765385434214,"-",4509844,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.0026893716779696182,"-",12393128,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.002654992865195692,"-",3025134,"USD"
"T","AT+T INC","00206R102","2831811",0.0025138956539797704,"-",84037510,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.002459155699181706,"-",7118820,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.002453812775426969,"-",4659655,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0024473392329750687,"-",14892577,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.002443176955293476,"-",20873462,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.0024243866728751308,"-",20038495,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0023536679741888358,"-",1731804,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0023493456089041043,"-",11247958,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.00233715894011521,"-",24702759,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.0023111947319812347,"-",8381151,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.002296896907925955,"-",4263805,"USD"
"PFE","PFIZER INC","717081103","2684703",0.002294115385821429,"-",68208687,"USD"
"DE","DEERE + CO","244199105","2261203",0.002285210512896867,"-",3022873,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.0022585959488751433,"-",7619735,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.00219281995493574,"-",9661524,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.002162453337715465,"-",3249641,"USD"
"GLW","CORNING INC","219350105","2224701",0.0021459843255426233,"-",9364563,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.002114737226505088,"-",14705152,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0021053520907711116,"-",11155278,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0020550345560097394,"-",3672353,"USD"
"-","US DOLLAR","999USDZ92","-",0.001999774316501476,"-",1548264980.84,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.001987037346576794,"-",15274082,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0019456947230663563,"-",6724391,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0019436936280271288,"-",7500994,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.0018594575323508532,"-",3562743,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0018571762840061338,"-",7025605,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018542546852488618,"-",4364981,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.0018355244356816937,"-",1514205,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0018322526452925572,"-",13081602,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.0018253688783576147,"-",20134474,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.001795252398017243,"-",13669540,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.001782985685426779,"-",3046150,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.0017780830025806722,"-",4594891,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0017707790056874922,"-",7559813,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0017679274452565932,"-",24477212,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.001723523146336138,"-",4809978,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.0016821905283008968,"-",2430049,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0016677126056920868,"-",1179504,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0016615492329712664,"-",1788434,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0016598983295639039,"-",4137833,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0016442797827827345,"-",12563244,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0016345444554168934,"-",3262860,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0016304221996360847,"-",2655593,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0016157941948993328,"-",15383475,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0016093406633978244,"-",13211547,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0015787038983472537,"-",7384392,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.0015607740867957763,"-",17225690,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0015401427969413423,"-",8254804,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0015219728539851577,"-",9347457,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0014992904417155156,"-",1658330,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0014908057987491913,"-",1469533,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0014851426997881782,"-",8992154,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.001470594738852995,"-",4851360,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.001462100090411475,"-",4327170,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.00143921756863791,"-",7579038,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.001431113133729039,"-",3043029,"USD"
"USB","US BANCORP","902973304","2736035",0.0014167052494466021,"-",18625256,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0013849078492732794,"-",4829825,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0013752925876097917,"-",7334684,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.0013597240682046029,"-",2637758,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0013595939970270532,"-",2646108,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0013536907666613324,"-",5684827,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0013525901643897573,"-",14650331,"USD"
"CSX","CSX CORP","126408103","2160753",0.0013498286532356235,"-",22282795,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.001340423506551255,"-",5625769,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0013306781737102177,"-",2297690,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.001328597034869421,"-",3838148,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0013189317458299529,"-",4925451,"USD"
"MMM","3M CO","88579Y101","2595708",0.0013187216308508342,"-",6316791,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0013157700156679738,"-",43055551,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0012988307461609143,"-",6757482,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0012582285278149908,"-",8854237,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0012552368907313462,"-",4445918,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.0012510345911489686,"-",5807513,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.001243680566879808,"-",2749370,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0012431602821696087,"-",6812575,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0012340653052163204,"-",15373160,"USD"
"SLB","SLB LTD","806857108","2779201",0.0012321642649290544,"-",17975632,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.0012189970595709383,"-",3016797,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0012120532597848194,"-",3339617,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0011910717782985204,"-",3159349,"USD"
