"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.07618163472328524,"-",283679859,"USD"
"AAPL","APPLE INC","037833100","2046251",0.06551176409021352,"-",171389207,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.048663213063865715,"-",86688511,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.036760346166459984,"-",114044679,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.031305721073532286,"-",67969100,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.027874328129382293,"-",55352726,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.025021658601375674,"-",54598998,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.022140972326777832,"-",25534839,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.017162851430325754,"-",32835256,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.015433396021801578,"-",21409331,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.014116349517693904,"-",31479192,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.012989224228459408,"-",9251962,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.012059104160536757,"-",48792361,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.010115212883872083,"-",28137971,"USD"
"WMT","WALMART INC","931142103","2936921",0.009453407042919202,"-",51183501,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.008954742877006582,"-",19629006,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.00791960989673614,"-",5183777,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.007479284020466992,"-",13136902,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.00734628429394955,"-",49302031,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.007144968803931365,"-",9509749,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.006651862090957246,"-",21888905,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.0064220210031811185,"-",20637983,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.006360040935579742,"-",19040101,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.006031412879142759,"-",26654322,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0059352998734756544,"-",5433534,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.0058746767423188675,"-",77487361,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005777466214527461,"-",27116742,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.005612299112294174,"-",46133567,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.005583115001261651,"-",11615586,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005325217256998874,"-",12237240,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.005213210135477133,"-",28985402,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005170217200626146,"-",45170162,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.004947529961605683,"-",9260776,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.0049288221981232975,"-",14569999,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.004903818648636972,"-",10568331,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0046736882141189835,"-",15660734,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004559266543923783,"-",3499034,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.0044474190619837595,"-",36079658,"USD"
"INTC","INTEL CORP","458140100","2463247",0.004372228818995354,"-",54803317,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.0043182806178490825,"-",3144514,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004312812962175297,"-",18161430,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.004272723472216776,"-",19792234,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.0040626776925734775,"-",5447651,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.004029752028844478,"-",10905106,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.0038189180287664538,"-",8307986,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.003683114632095119,"-",15942989,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.0036065175652928386,"-",49194382,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0036002417342366143,"-",20384769,"USD"
"KLAC","KLA CORP","482480100","2480138",0.003570868051200804,"-",1528997,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0035642230536118607,"-",14034182,"USD"
"T","AT+T INC","00206R102","2831811",0.0034527447382045554,"-",81663640,"USD"
