"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AAPL","APPLE INC","037833100","2046251",0.06963734056031279,"-",172775556,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.06718560102117643,"-",89089805,"USD"
"NVDA","NVIDIA CORP","67066G104","2379504",0.06237595864399131,"-",294847894,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.034026207713420735,"-",109733721,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.02530223865348575,"-",26281111,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.021064318556988534,"-",70443792,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.01771301208076423,"-",58604405,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.01710070340601877,"-",21711057,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.015818913828459066,"-",9563780,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.014859150892119779,"-",52238022,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013044089827160541,"-",34438025,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.012587610152466427,"-",33250462,"USD"
"XOM","EXXON MOBIL CORP","30231G102","2326618",0.011549448713123401,"-",53796905,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.01154545693598472,"-",11037744,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.008945333061160661,"-",18878559,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.008624953028009951,"-",28304117,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.00836159553128533,"-",5307944,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.008330170265761045,"-",28872774,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.008238399309342719,"-",9845831,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.007578678301632552,"-",11885054,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.007375586660259199,"-",21174006,"USD"
"WMT","WALMART INC","931142103","2936921",0.006357424024380976,"-",51227728,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.00633261512946406,"-",30391894,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.0061001440083499996,"-",5167901,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.005798205985580004,"-",46496371,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005716115088722985,"-",81593311,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005397032383142346,"-",20554319,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.005388639671708264,"-",11619390,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.005238139694137063,"-",5372881,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.005177604393828933,"-",16490339,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.005037702584560934,"-",4577274,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.004981857622390756,"-",19379132,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.004722202498962262,"-",5764807,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.004679550360235433,"-",19134638,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.004379009459463977,"-",7528335,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.004255174553179178,"-",8642064,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.004138814249586564,"-",13407423,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.0041046246783937425,"-",20818439,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004026475661461173,"-",41809857,"USD"
"GE","GENERAL ELECTRIC CO","369604301","BL59CR9",0.004016047143686363,"-",13126712,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.004013083249160891,"-",48559286,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.003999281679703894,"-",18620633,"USD"
"INTU","INTUIT INC","461202103","2459020",0.003953505975366044,"-",3360674,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003914276785535636,"-",10894259,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.003861934607804653,"-",7890124,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.0038211386454473106,"-",10983590,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0037827177904874855,"-",6420354,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.0037458038313975127,"-",50426633,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.003669840312448372,"-",2460547,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.003652296451923859,"-",9985382,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0036354910701700033,"-",4253433,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.0036194141877439567,"-",5864866,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0035594876334494757,"-",67733631,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.003501936186552511,"-",24609836,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.0034650821041196183,"-",3866912,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.00342421628566235,"-",3838863,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0034088679025641127,"-",21862437,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.0033899568583696015,"-",15925432,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.003344899673916715,"-",46940345,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.003243478596265623,"-",25058137,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0031600504540671443,"-",7311618,"USD"
"T","AT+T INC","00206R102","2831811",0.003049578021754088,"-",85767438,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0029666189133694047,"-",6814663,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0029520389473703646,"-",6861559,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0028415066384002274,"-",7016378,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516106","2020459",0.0027983854658596027,"-",7809063,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0027679681240628364,"-",14026038,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0027470911296275237,"-",13581748,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0026993694339345663,"-",2787400,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0026755684627451683,"-",1268079,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.0026485042137448962,"-",15034583,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.0026434745745501555,"-",406763,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0026324772285330833,"-",3090734,"USD"
"BLK","BLACKROCK INC","09247X101","2494504",0.0026109216319841937,"-",1677254,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.002609893749370983,"-",2561220,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.002577720025633197,"-",4790746,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0024766681873674323,"-",11082983,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0024307827091582693,"-",4056265,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0024297648059879054,"-",17569943,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0024195059387414892,"-",22842278,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0023912341771567657,"-",15956729,"USD"
"LRCX","LAM RESEARCH CORP","512807108","2502247",0.002389487774658592,"-",1560252,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0023736903166322533,"-",13588373,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.002373251221146998,"-",4864785,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.002362154080701459,"-",5948334,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.0023521646584119043,"-",3875128,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.0023518453162408096,"-",13250537,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0023417760584084815,"-",4908577,"USD"
"MMC","MARSH + MCLENNAN COS","571748102","2567741",0.0023415664901087004,"-",5910027,"USD"
"KLAC","KLA CORP","482480100","2480138",0.0023349401400584863,"-",1614772,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0022679082224571494,"-",5591718,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.002200137826085156,"-",6183629,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0021805382003342215,"-",24400520,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.002116260608958576,"-",6884346,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.002081771654480353,"-",8570421,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0020783686644696257,"-",13084857,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.002077410637956342,"-",14528291,"USD"
"FI","FISERV INC","337738108","2342034",0.0020764426320002112,"-",7016742,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.002070155583006785,"-",16157075,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0020645171977983954,"-",3406444,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.0020323933712748424,"-",17855027,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.002013951360894126,"-",14945079,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0019995510248663265,"-",8678365,"USD"
"DE","DEERE + CO","244199105","2261203",0.0019828853553123245,"-",3104989,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.001934145756449003,"-",6865528,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.001917709614080475,"-",20598722,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0019150351233975574,"-",9244895,"USD"
"ANET","ARISTA NETWORKS INC","040413106","BN33VM5",0.001901612772768735,"-",3015578,"USD"
"INTC","INTEL CORP","458140100","2463247",0.0018926412536495445,"-",50759028,"USD"
"ZTS","ZOETIS INC","98978V103","B95WG16",0.0018612459264538016,"-",5424153,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.001809193152565373,"-",9873974,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.0017785462835831329,"-",2797060,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0017566713448631491,"-",1824282,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0017195777558019357,"-",1137875,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.001689779139461666,"-",14318086,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.001683771514867948,"-",7981790,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0016780433146739372,"-",2714271,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0016332156574065254,"-",4319570,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0016324173019787887,"-",4394739,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0016130472034133288,"-",3262743,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.0016042952320367656,"-",1541021,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0015968605471159683,"-",1887436,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.001586382132126925,"-",6892242,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0015666128558475968,"-",1558770,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.001561712949409863,"-",2324359,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0015560346464300863,"-",2607581,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.001549078974765931,"-",16455595,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0015355268913801016,"-",15101894,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.001530457334413974,"-",7170810,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.0015270942621746332,"-",1668767,"USD"
"MMM","3M CO","88579Y101","2595708",0.0015142207809023802,"-",6631720,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.0015034529620707824,"-",663652,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.001495399551693489,"-",3474512,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.0014945512990515188,"-",1991485,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.0014877153807015238,"-",12543993,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0014638445534121986,"-",4777561,"USD"
